1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
10776, taiga, wythers:taiga_crags, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
10777, taiga, wythers:taiga_crags, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
10778, taiga, wythers:taiga_crags, CREATURE, bewitchment:owl, 10, 1, 2
10779, taiga, wythers:taiga_crags, AMBIENT, minecraft:bat, 10, 8, 8
10780, taiga, wythers:taiga_crags, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10781, taiga, wythers:taiga_crags, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10782, private, wythers:tangled_forest, MONSTER, minecraft:spider, 80, 4, 4
10783, private, wythers:tangled_forest, MONSTER, minecraft:zombie, 80, 4, 4
10784, private, wythers:tangled_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
10785, private, wythers:tangled_forest, MONSTER, minecraft:skeleton, 80, 4, 4
10786, private, wythers:tangled_forest, MONSTER, minecraft:creeper, 80, 4, 4
10787, private, wythers:tangled_forest, MONSTER, minecraft:slime, 80, 4, 4
10788, private, wythers:tangled_forest, MONSTER, minecraft:enderman, 10, 1, 4
10789, private, wythers:tangled_forest, MONSTER, minecraft:witch, 5, 1, 1
10790, private, wythers:tangled_forest, MONSTER, minecraft:slime, 5, 1, 1
10791, private, wythers:tangled_forest, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
10792, private, wythers:tangled_forest, MONSTER, enderzoology:infested_zombie, 23, 1, 4
10793, private, wythers:tangled_forest, MONSTER, enderzoology:fallen_knight, 23, 4, 6
10794, private, wythers:tangled_forest, MONSTER, enderzoology:enderminy, 30, 4, 4
10795, private, wythers:tangled_forest, MONSTER, enderzoology:wither_witch, 5, 1, 1
10796, private, wythers:tangled_forest, MONSTER, mythicmobs:chupacabra, 20, 1, 1
10797, private, wythers:tangled_forest, MONSTER, bewitchment:ghost, 20, 1, 1
10798, private, wythers:tangled_forest, MONSTER, graveyard:ghoul, 25, 2, 5
10799, private, wythers:tangled_forest, MONSTER, graveyard:nightmare, 10, 1, 1
10800, private, wythers:tangled_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
10801, private, wythers:tangled_forest, CREATURE, minecraft:hoglin, 10, 4, 4
10802, private, wythers:tangled_forest, CREATURE, minecraft:wolf, 5, 4, 4
10803, private, wythers:tangled_forest, CREATURE, mythicmobs:drake, 5, 1, 4
10804, private, wythers:tangled_forest, CREATURE, mythicmobs:kobold, 10, 3, 6
10805, private, wythers:tangled_forest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
10806, private, wythers:tangled_forest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
10807, private, wythers:tangled_forest, CREATURE, bewitchment:toad, 10, 1, 3
10808, private, wythers:tangled_forest, AMBIENT, minecraft:bat, 10, 8, 8
10809, private, wythers:tangled_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10810, private, wythers:tangled_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10811, private, wythers:tangled_forest, WATER_CREATURE, minecraft:pufferfish, 15, 1, 3
10812, private, wythers:tangled_forest, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
10813, private, wythers:tangled_forest, WATER_AMBIENT, minecraft:cod, 25, 8, 8
10814, plains, terralith:temperate_highlands, MONSTER, minecraft:spider, 80, 4, 4
10815, plains, terralith:temperate_highlands, MONSTER, minecraft:zombie, 80, 4, 4
10816, plains, terralith:temperate_highlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
10817, plains, terralith:temperate_highlands, MONSTER, minecraft:skeleton, 80, 4, 4
10818, plains, terralith:temperate_highlands, MONSTER, minecraft:creeper, 80, 4, 4
10819, plains, terralith:temperate_highlands, MONSTER, minecraft:slime, 80, 4, 4
10820, plains, terralith:temperate_highlands, MONSTER, minecraft:enderman, 10, 1, 4
10821, plains, terralith:temperate_highlands, MONSTER, minecraft:witch, 5, 1, 1
10822, plains, terralith:temperate_highlands, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
10823, plains, terralith:temperate_highlands, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
10824, plains, terralith:temperate_highlands, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
10825, plains, terralith:temperate_highlands, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
10826, plains, terralith:temperate_highlands, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
10827, plains, terralith:temperate_highlands, MONSTER, graveyard:ghoul, 25, 2, 5
10828, plains, terralith:temperate_highlands, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10829, plains, terralith:temperate_highlands, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10830, plains, terralith:temperate_highlands, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
10831, plains, terralith:temperate_highlands, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
10832, plains, terralith:temperate_highlands, MONSTER, adventurez:orc, 30, 2, 4
10833, plains, terralith:temperate_highlands, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
10834, plains, terralith:temperate_highlands, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
10835, plains, terralith:temperate_highlands, CREATURE, minecraft:sheep, 12, 8, 8
10836, plains, terralith:temperate_highlands, CREATURE, minecraft:pig, 10, 8, 8
10837, plains, terralith:temperate_highlands, CREATURE, minecraft:chicken, 10, 8, 8
10838, plains, terralith:temperate_highlands, CREATURE, minecraft:cow, 8, 8, 8
10839, plains, terralith:temperate_highlands, CREATURE, minecraft:horse, 5, 2, 6
10840, plains, terralith:temperate_highlands, CREATURE, minecraft:donkey, 5, 1, 3
10841, plains, terralith:temperate_highlands, AMBIENT, minecraft:bat, 10, 8, 8
10842, plains, terralith:temperate_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10843, plains, terralith:temperate_highlands, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10844, private, wythers:temperate_island, MONSTER, minecraft:spider, 80, 4, 4
10845, private, wythers:temperate_island, MONSTER, minecraft:zombie, 80, 4, 4
10846, private, wythers:temperate_island, MONSTER, minecraft:zombie_villager, 5, 1, 1
10847, private, wythers:temperate_island, MONSTER, minecraft:skeleton, 80, 4, 4
10848, private, wythers:temperate_island, MONSTER, minecraft:creeper, 80, 4, 4
10849, private, wythers:temperate_island, MONSTER, minecraft:slime, 80, 4, 4
10850, private, wythers:temperate_island, MONSTER, minecraft:enderman, 10, 1, 4
10851, private, wythers:temperate_island, MONSTER, minecraft:witch, 5, 1, 1
10852, private, wythers:temperate_island, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
10853, private, wythers:temperate_island, MONSTER, enderzoology:infested_zombie, 23, 1, 4
10854, private, wythers:temperate_island, MONSTER, enderzoology:fallen_knight, 23, 4, 6
10855, private, wythers:temperate_island, MONSTER, enderzoology:enderminy, 30, 4, 4
10856, private, wythers:temperate_island, MONSTER, enderzoology:wither_witch, 5, 1, 1
10857, private, wythers:temperate_island, MONSTER, mythicmobs:chupacabra, 20, 1, 1
10858, private, wythers:temperate_island, MONSTER, bewitchment:ghost, 20, 1, 1
10859, private, wythers:temperate_island, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
10860, private, wythers:temperate_island, CREATURE, minecraft:sheep, 12, 4, 4
10861, private, wythers:temperate_island, CREATURE, minecraft:pig, 10, 4, 4
10862, private, wythers:temperate_island, CREATURE, minecraft:chicken, 10, 4, 4
10863, private, wythers:temperate_island, CREATURE, minecraft:cow, 8, 4, 4
10864, private, wythers:temperate_island, CREATURE, minecraft:wolf, 5, 4, 4
10865, private, wythers:temperate_island, CREATURE, mythicmobs:drake, 5, 1, 4
10866, private, wythers:temperate_island, CREATURE, mythicmobs:kobold, 10, 3, 6
10867, private, wythers:temperate_island, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
10868, private, wythers:temperate_island, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
10869, private, wythers:temperate_island, AMBIENT, minecraft:bat, 10, 8, 8
10870, private, wythers:temperate_island, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10871, private, wythers:temperate_island, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10872, taiga, wythers:temperate_rainforest, MONSTER, minecraft:spider, 80, 4, 4
10873, taiga, wythers:temperate_rainforest, MONSTER, minecraft:zombie, 80, 4, 4
10874, taiga, wythers:temperate_rainforest, MONSTER, minecraft:zombie_villager, 25, 1, 1
10875, taiga, wythers:temperate_rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
10876, taiga, wythers:temperate_rainforest, MONSTER, minecraft:slime, 80, 4, 4
10877, taiga, wythers:temperate_rainforest, MONSTER, minecraft:enderman, 10, 1, 4
10878, taiga, wythers:temperate_rainforest, MONSTER, minecraft:witch, 5, 1, 1
10879, taiga, wythers:temperate_rainforest, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
10880, taiga, wythers:temperate_rainforest, MONSTER, enderzoology:infested_zombie, 25, 1, 4
10881, taiga, wythers:temperate_rainforest, MONSTER, enderzoology:fallen_knight, 25, 4, 6
10882, taiga, wythers:temperate_rainforest, MONSTER, enderzoology:enderminy, 30, 4, 4
10883, taiga, wythers:temperate_rainforest, MONSTER, enderzoology:wither_witch, 5, 1, 1
10884, taiga, wythers:temperate_rainforest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
10885, taiga, wythers:temperate_rainforest, MONSTER, mythicmobs:chupacabra, 20, 1, 1
10886, taiga, wythers:temperate_rainforest, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
10887, taiga, wythers:temperate_rainforest, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
10888, taiga, wythers:temperate_rainforest, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
10889, taiga, wythers:temperate_rainforest, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
10890, taiga, wythers:temperate_rainforest, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
10891, taiga, wythers:temperate_rainforest, MONSTER, bewitchment:ghost, 20, 1, 1
10892, taiga, wythers:temperate_rainforest, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10893, taiga, wythers:temperate_rainforest, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10894, taiga, wythers:temperate_rainforest, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
10895, taiga, wythers:temperate_rainforest, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
10896, taiga, wythers:temperate_rainforest, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
10897, taiga, wythers:temperate_rainforest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
10898, taiga, wythers:temperate_rainforest, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
10899, taiga, wythers:temperate_rainforest, MONSTER, bewitchment:vampire, 20, 1, 1
10900, taiga, wythers:temperate_rainforest, MONSTER, weeping_angels:weeping_angel, 8, 1, 4
10901, taiga, wythers:temperate_rainforest, MONSTER, bewitchment:werewolf, 20, 1, 1
10902, taiga, wythers:temperate_rainforest, CREATURE, minecraft:wolf, 5, 4, 4
10903, taiga, wythers:temperate_rainforest, CREATURE, minecraft:polar_bear, 5, 1, 1
10904, taiga, wythers:temperate_rainforest, CREATURE, meadow:brown_bear, 5, 2, 3
10905, taiga, wythers:temperate_rainforest, CREATURE, minecraft:cow, 6, 2, 3
10906, taiga, wythers:temperate_rainforest, CREATURE, mythicmobs:drake, 5, 1, 4
10907, taiga, wythers:temperate_rainforest, CREATURE, mythicmobs:kobold, 10, 3, 6
10908, taiga, wythers:temperate_rainforest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
10909, taiga, wythers:temperate_rainforest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
10910, taiga, wythers:temperate_rainforest, CREATURE, bewitchment:owl, 10, 1, 2
10911, taiga, wythers:temperate_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
10912, taiga, wythers:temperate_rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10913, taiga, wythers:temperate_rainforest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10914, taiga, wythers:temperate_rainforest_crags, MONSTER, minecraft:spider, 80, 4, 4
10915, taiga, wythers:temperate_rainforest_crags, MONSTER, minecraft:zombie, 80, 4, 4
10916, taiga, wythers:temperate_rainforest_crags, MONSTER, minecraft:zombie_villager, 25, 1, 1
10917, taiga, wythers:temperate_rainforest_crags, MONSTER, minecraft:skeleton, 80, 4, 4
10918, taiga, wythers:temperate_rainforest_crags, MONSTER, minecraft:slime, 80, 4, 4
10919, taiga, wythers:temperate_rainforest_crags, MONSTER, minecraft:enderman, 10, 1, 4
10920, taiga, wythers:temperate_rainforest_crags, MONSTER, minecraft:witch, 5, 1, 1
10921, taiga, wythers:temperate_rainforest_crags, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
10922, taiga, wythers:temperate_rainforest_crags, MONSTER, enderzoology:infested_zombie, 25, 1, 4
10923, taiga, wythers:temperate_rainforest_crags, MONSTER, enderzoology:fallen_knight, 25, 4, 6
10924, taiga, wythers:temperate_rainforest_crags, MONSTER, enderzoology:enderminy, 30, 4, 4
10925, taiga, wythers:temperate_rainforest_crags, MONSTER, enderzoology:wither_witch, 5, 1, 1
10926, taiga, wythers:temperate_rainforest_crags, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
10927, taiga, wythers:temperate_rainforest_crags, MONSTER, mythicmobs:chupacabra, 20, 1, 1
10928, taiga, wythers:temperate_rainforest_crags, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
10929, taiga, wythers:temperate_rainforest_crags, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
10930, taiga, wythers:temperate_rainforest_crags, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
10931, taiga, wythers:temperate_rainforest_crags, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
10932, taiga, wythers:temperate_rainforest_crags, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
10933, taiga, wythers:temperate_rainforest_crags, MONSTER, bewitchment:ghost, 20, 1, 1
10934, taiga, wythers:temperate_rainforest_crags, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10935, taiga, wythers:temperate_rainforest_crags, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
10936, taiga, wythers:temperate_rainforest_crags, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
10937, taiga, wythers:temperate_rainforest_crags, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
10938, taiga, wythers:temperate_rainforest_crags, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
10939, taiga, wythers:temperate_rainforest_crags, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
10940, taiga, wythers:temperate_rainforest_crags, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
10941, taiga, wythers:temperate_rainforest_crags, MONSTER, bewitchment:vampire, 20, 1, 1
10942, taiga, wythers:temperate_rainforest_crags, MONSTER, weeping_angels:weeping_angel, 8, 1, 4
10943, taiga, wythers:temperate_rainforest_crags, MONSTER, bewitchment:werewolf, 20, 1, 1
10944, taiga, wythers:temperate_rainforest_crags, CREATURE, minecraft:wolf, 5, 4, 4
10945, taiga, wythers:temperate_rainforest_crags, CREATURE, minecraft:polar_bear, 5, 1, 1
10946, taiga, wythers:temperate_rainforest_crags, CREATURE, meadow:brown_bear, 5, 2, 3
10947, taiga, wythers:temperate_rainforest_crags, CREATURE, minecraft:cow, 6, 2, 3
10948, taiga, wythers:temperate_rainforest_crags, CREATURE, mythicmobs:drake, 5, 1, 4
10949, taiga, wythers:temperate_rainforest_crags, CREATURE, mythicmobs:kobold, 10, 3, 6
10950, taiga, wythers:temperate_rainforest_crags, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
10951, taiga, wythers:temperate_rainforest_crags, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
10952, taiga, wythers:temperate_rainforest_crags, CREATURE, bewitchment:owl, 10, 1, 2
10953, taiga, wythers:temperate_rainforest_crags, AMBIENT, minecraft:bat, 10, 8, 8
10954, taiga, wythers:temperate_rainforest_crags, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10955, taiga, wythers:temperate_rainforest_crags, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10956, private, wythers:tepui, MONSTER, minecraft:spider, 80, 4, 4
10957, private, wythers:tepui, MONSTER, minecraft:zombie, 80, 4, 4
10958, private, wythers:tepui, MONSTER, minecraft:zombie_villager, 5, 1, 1
10959, private, wythers:tepui, MONSTER, minecraft:skeleton, 80, 4, 4
10960, private, wythers:tepui, MONSTER, minecraft:slime, 80, 4, 4
10961, private, wythers:tepui, MONSTER, minecraft:enderman, 10, 1, 4
10962, private, wythers:tepui, MONSTER, minecraft:witch, 5, 1, 1
10963, private, wythers:tepui, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
10964, private, wythers:tepui, MONSTER, enderzoology:infested_zombie, 23, 1, 4
10965, private, wythers:tepui, MONSTER, enderzoology:fallen_knight, 23, 4, 6
10966, private, wythers:tepui, MONSTER, enderzoology:enderminy, 30, 4, 4
10967, private, wythers:tepui, MONSTER, enderzoology:wither_witch, 5, 1, 1
10968, private, wythers:tepui, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
10969, private, wythers:tepui, MONSTER, mythicmobs:chupacabra, 20, 1, 1
10970, private, wythers:tepui, MONSTER, bewitchment:ghost, 20, 1, 1
10971, private, wythers:tepui, MONSTER, graveyard:ghoul, 25, 2, 5
10972, private, wythers:tepui, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
10973, private, wythers:tepui, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
10974, private, wythers:tepui, CREATURE, minecraft:sheep, 12, 4, 4
10975, private, wythers:tepui, CREATURE, minecraft:pig, 10, 4, 4
10976, private, wythers:tepui, CREATURE, minecraft:chicken, 10, 4, 4
10977, private, wythers:tepui, CREATURE, minecraft:cow, 8, 4, 4
10978, private, wythers:tepui, CREATURE, minecraft:chicken, 10, 4, 4
10979, private, wythers:tepui, CREATURE, mythicmobs:drake, 5, 1, 4
10980, private, wythers:tepui, CREATURE, mythicmobs:kobold, 10, 3, 6
10981, private, wythers:tepui, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
10982, private, wythers:tepui, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
10983, private, wythers:tepui, AMBIENT, minecraft:bat, 10, 8, 8
10984, private, wythers:tepui, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10985, private, wythers:tepui, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10986, private, minecraft:the_end, MONSTER, minecraft:enderman, 10, 4, 4
10987, private, minecraft:the_end, CREATURE, adventurez:ender_whale, 5, 1, 1
10988, private, minecraft:the_end, AMBIENT, clutter:echofin, 5, 3, 7
10989, private, minecraft:the_end, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10990, private, minecraft:the_void, MONSTER, gigeresque:egg, 10, 1, 1
10991, private, minecraft:the_void, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
10992, taiga, wythers:thermal_taiga, MONSTER, minecraft:spider, 80, 4, 4
10993, taiga, wythers:thermal_taiga, MONSTER, minecraft:zombie, 80, 4, 4
10994, taiga, wythers:thermal_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
10995, taiga, wythers:thermal_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
10996, taiga, wythers:thermal_taiga, MONSTER, minecraft:slime, 80, 4, 4
10997, taiga, wythers:thermal_taiga, MONSTER, minecraft:enderman, 10, 1, 4
10998, taiga, wythers:thermal_taiga, MONSTER, minecraft:witch, 5, 1, 1
10999, taiga, wythers:thermal_taiga, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
11000, taiga, wythers:thermal_taiga, MONSTER, enderzoology:infested_zombie, 23, 1, 4
11001, taiga, wythers:thermal_taiga, MONSTER, enderzoology:fallen_knight, 23, 4, 6
11002, taiga, wythers:thermal_taiga, MONSTER, enderzoology:enderminy, 30, 4, 4
11003, taiga, wythers:thermal_taiga, MONSTER, enderzoology:wither_witch, 5, 1, 1
11004, taiga, wythers:thermal_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
11005, taiga, wythers:thermal_taiga, MONSTER, mythicmobs:chupacabra, 20, 1, 1
11006, taiga, wythers:thermal_taiga, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
11007, taiga, wythers:thermal_taiga, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
11008, taiga, wythers:thermal_taiga, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
